stratum,r,gene_set,dose
diff_drug,0.0091,all,5.0
diff_drug,0.0127,all,5.0
diff_drug,0.0359,all,5.0
diff_drug,0.0611,all,5.0
diff_drug,0.0292,all,5.0
diff_drug,-0.0085,all,5.0
diff_drug,0.049,all,5.0
diff_drug,0.0344,all,5.0
diff_drug,0.014,all,5.0
diff_drug,0.0182,all,5.0
diff_drug,0.0122,all,5.0
diff_drug,0.0195,all,5.0
diff_drug,0.0013,all,5.0
diff_drug,0.0287,all,5.0
diff_drug,-0.0028,all,5.0
diff_drug,-0.0303,all,5.0
diff_drug,0.0128,all,5.0
diff_drug,0.0218,all,5.0
diff_drug,-0.0102,all,5.0
diff_drug,0.0464,all,5.0
diff_drug,0.0179,all,5.0
diff_drug,0.0019,all,5.0
diff_drug,0.0195,all,5.0
diff_drug,0.0066,all,5.0
diff_drug,0.0396,all,5.0
diff_drug,0.0198,all,5.0
diff_drug,0.018,all,5.0
diff_drug,0.0093,all,5.0
diff_drug,0.0209,all,5.0
diff_drug,0.0228,all,5.0
diff_drug,0.0055,all,5.0
diff_drug,0.0492,all,5.0
diff_drug,0.0143,all,5.0
diff_drug,0.0437,all,5.0
diff_drug,-0.0208,all,5.0
diff_drug,0.0656,all,5.0
diff_drug,0.0183,all,5.0
diff_drug,0.0359,all,5.0
diff_drug,-0.0096,all,5.0
diff_drug,0.0434,all,5.0
diff_drug,-0.0165,all,5.0
diff_drug,0.0364,all,5.0
diff_drug,-0.0098,all,5.0
diff_drug,0.0076,all,5.0
diff_drug,0.0278,all,5.0
diff_drug,-0.0039,all,5.0
diff_drug,-0.0221,all,5.0
diff_drug,-0.0302,all,5.0
diff_drug,0.0286,all,5.0
diff_drug,0.0359,all,5.0
diff_drug,0.0263,all,5.0
diff_drug,0.038,all,5.0
diff_drug,0.0158,all,5.0
diff_drug,0.0063,all,5.0
diff_drug,0.0218,all,5.0
diff_drug,0.0384,all,5.0
diff_drug,0.0138,all,5.0
diff_drug,0.007,all,5.0
diff_drug,0.0784,all,5.0
diff_drug,-0.0262,all,5.0
diff_drug,0.02,all,5.0
diff_drug,0.0509,all,5.0
diff_drug,0.0304,all,5.0
diff_drug,0.0497,all,5.0
diff_drug,0.0392,all,5.0
diff_drug,0.0561,all,5.0
diff_drug,0.0055,all,5.0
diff_drug,0.0349,all,5.0
diff_drug,-0.0066,all,5.0
diff_drug,0.0206,all,5.0
diff_drug,-0.0209,all,5.0
diff_drug,0.0261,all,5.0
diff_drug,0.037,all,5.0
diff_drug,0.0059,all,5.0
diff_drug,-0.013,all,5.0
diff_drug,0.0356,all,5.0
diff_drug,0.0358,all,5.0
diff_drug,0.0347,all,5.0
diff_drug,0.0434,all,5.0
diff_drug,0.0355,all,5.0
diff_drug,0.0454,all,5.0
diff_drug,0.0159,all,5.0
diff_drug,0.0153,all,5.0
diff_drug,0.0391,all,5.0
diff_drug,0.0605,all,5.0
diff_drug,0.0412,all,5.0
diff_drug,0.0383,all,5.0
diff_drug,0.0315,all,5.0
diff_drug,0.0938,all,5.0
diff_drug,0.0341,all,5.0
diff_drug,0.0029,all,5.0
diff_drug,0.002,all,5.0
diff_drug,0.0135,all,5.0
diff_drug,0.0171,all,5.0
diff_drug,0.0155,all,5.0
diff_drug,0.049,all,5.0
diff_drug,0.0328,all,5.0
diff_drug,0.037,all,5.0
diff_drug,0.0058,all,5.0
diff_drug,0.0123,all,5.0
diff_drug,0.0417,all,5.0
diff_drug,0.0184,all,5.0
diff_drug,0.0319,all,5.0
diff_drug,-0.037,all,5.0
diff_drug,0.066,all,5.0
diff_drug,0.016,all,5.0
diff_drug,0.0219,all,5.0
diff_drug,0.0629,all,5.0
diff_drug,-0.0008,all,5.0
diff_drug,0.0354,all,5.0
diff_drug,-0.0083,all,5.0
diff_drug,0.0131,all,5.0
diff_drug,0.0081,all,5.0
diff_drug,-0.0013,all,5.0
diff_drug,0.0172,all,5.0
diff_drug,0.038,all,5.0
diff_drug,0.0371,all,5.0
diff_drug,0.0433,all,5.0
diff_drug,0.0174,all,5.0
diff_drug,-0.018,all,5.0
diff_drug,0.0362,all,5.0
diff_drug,0.0597,all,5.0
diff_drug,0.0282,all,5.0
diff_drug,0.0447,all,5.0
diff_drug,0.0835,all,5.0
diff_drug,0.0339,all,5.0
diff_drug,0.0266,all,5.0
diff_drug,-0.0183,all,5.0
diff_drug,0.0245,all,5.0
diff_drug,0.0449,all,5.0
diff_drug,0.017,all,5.0
diff_drug,0.0168,all,5.0
diff_drug,-0.0013,all,5.0
diff_drug,0.0627,all,5.0
diff_drug,0.0271,all,5.0
diff_drug,0.0396,all,5.0
diff_drug,0.0382,all,5.0
diff_drug,0.0303,all,5.0
diff_drug,0.0105,all,5.0
diff_drug,0.0162,all,5.0
diff_drug,0.0385,all,5.0
diff_drug,0.0535,all,5.0
diff_drug,0.0108,all,5.0
diff_drug,0.0198,all,5.0
diff_drug,0.0331,all,5.0
diff_drug,0.0401,all,5.0
diff_drug,-0.0077,all,5.0
diff_drug,-0.0052,all,5.0
diff_drug,-0.0014,all,5.0
same_drug,0.4082,all,5.0
same_drug,0.0386,all,5.0
same_drug,0.0586,all,5.0
same_drug,0.0435,all,5.0
same_drug,0.08,all,5.0
same_drug,0.0099,all,5.0
same_drug,0.0556,all,5.0
same_drug,0.0656,all,5.0
same_drug,0.0054,all,5.0
same_drug,0.0529,all,5.0
same_drug,0.028,all,5.0
same_drug,-0.0539,all,5.0
same_drug,0.0623,all,5.0
same_drug,0.0393,all,5.0
same_drug,0.1078,all,5.0
same_drug,0.0143,all,5.0
same_drug,0.0445,all,5.0
same_drug,0.0856,all,5.0
same_drug,0.0253,all,5.0
same_drug,0.0781,all,5.0
same_drug,0.072,all,5.0
same_drug,0.0538,all,5.0
same_drug,0.0603,all,5.0
same_drug,0.041,all,5.0
same_drug,0.1051,all,5.0
same_drug,0.1018,all,5.0
same_drug,-0.0365,all,5.0
same_drug,0.0503,all,5.0
same_drug,0.0576,all,5.0
same_drug,0.0282,all,5.0
same_drug,0.0356,all,5.0
same_drug,-0.0222,all,5.0
same_drug,0.0687,all,5.0
same_drug,0.08,all,5.0
same_drug,0.0319,all,5.0
same_drug,0.0406,all,5.0
same_drug,0.0498,all,5.0
same_drug,0.0224,all,5.0
same_drug,0.0878,all,5.0
same_drug,-0.0182,all,5.0
same_drug,0.0672,all,5.0
same_drug,0.1583,all,5.0
same_drug,0.0537,all,5.0
same_drug,0.0862,all,5.0
same_drug,0.0494,all,5.0
same_drug,0.0487,all,5.0
same_drug,0.0769,all,5.0
same_drug,0.0635,all,5.0
same_drug,0.0273,all,5.0
same_drug,-0.0296,all,5.0
same_drug,-0.0102,all,5.0
same_drug,-0.0036,all,5.0
same_drug,0.0404,all,5.0
same_drug,0.0271,all,5.0
same_drug,0.049,all,5.0
same_drug,0.0492,all,5.0
same_drug,0.0467,all,5.0
same_drug,0.0739,all,5.0
same_drug,0.0035,all,5.0
same_drug,0.0548,all,5.0
same_drug,0.1053,all,5.0
same_drug,0.1527,all,5.0
same_drug,0.0601,all,5.0
same_drug,0.0568,all,5.0
same_drug,0.0299,all,5.0
same_drug,0.0287,all,5.0
same_drug,0.0342,all,5.0
same_drug,-0.0435,all,5.0
same_drug,0.0256,all,5.0
same_drug,0.0518,all,5.0
same_drug,0.0886,all,5.0
same_drug,0.0774,all,5.0
same_drug,0.0752,all,5.0
same_drug,0.0049,all,5.0
same_drug,-0.0296,all,5.0
same_drug,0.0504,all,5.0
same_drug,0.0024,all,5.0
same_drug,0.0468,all,5.0
same_drug,0.1007,all,5.0
same_drug,0.0291,all,5.0
same_drug,0.0604,all,5.0
same_drug,0.0609,all,5.0
same_drug,0.0788,all,5.0
same_drug,-0.0178,all,5.0
same_drug,0.0138,all,5.0
same_drug,0.0658,all,5.0
same_drug,-0.0212,all,5.0
same_drug,0.0486,all,5.0
same_drug,0.0085,all,5.0
same_drug,0.2311,all,5.0
same_drug,0.0729,all,5.0
same_drug,0.0542,all,5.0
same_drug,0.0798,all,5.0
same_drug,0.0443,all,5.0
same_drug,0.3545,all,5.0
same_drug,0.0822,all,5.0
same_drug,-0.0192,all,5.0
same_drug,0.047,all,5.0
same_drug,0.0518,all,5.0
same_drug,-0.0027,all,5.0
same_drug,-0.0236,all,5.0
same_drug,0.0338,all,5.0
same_drug,0.0983,all,5.0
same_drug,0.0381,all,5.0
same_drug,0.0602,all,5.0
same_drug,0.0467,all,5.0
same_drug,0.0253,all,5.0
same_drug,0.064,all,5.0
same_drug,0.0717,all,5.0
same_drug,0.0692,all,5.0
same_drug,-0.0315,all,5.0
same_drug,0.031,all,5.0
same_drug,0.0357,all,5.0
same_drug,0.0208,all,5.0
same_drug,-0.0296,all,5.0
same_drug,0.0447,all,5.0
same_drug,0.0603,all,5.0
same_drug,0.0674,all,5.0
same_drug,0.0518,all,5.0
same_drug,0.1147,all,5.0
same_drug,0.4546,all,5.0
same_drug,0.0379,all,5.0
same_drug,0.0027,all,5.0
same_drug,0.0976,all,5.0
same_drug,0.0755,all,5.0
same_drug,0.085,all,5.0
same_drug,0.0468,all,5.0
same_drug,-0.0061,all,5.0
same_drug,0.0662,all,5.0
same_drug,-0.0043,all,5.0
same_drug,0.0583,all,5.0
same_drug,0.0586,all,5.0
same_drug,0.0087,all,5.0
same_drug,0.0282,all,5.0
same_drug,0.0879,all,5.0
same_drug,0.0561,all,5.0
same_drug,-0.0034,all,5.0
same_drug,0.0292,all,5.0
same_drug,-0.0101,all,5.0
same_drug,0.0875,all,5.0
same_drug,-0.0,all,5.0
same_drug,0.0426,all,5.0
same_drug,0.1278,all,5.0
same_drug,0.0436,all,5.0
same_drug,0.0611,all,5.0
same_drug,0.0459,all,5.0
same_drug,0.044,all,5.0
same_drug,0.0389,all,5.0
same_drug,0.0345,all,5.0
same_drug,0.0163,all,5.0
same_drug,0.0368,all,5.0
same_drug,0.0363,all,5.0
same_drug,0.0355,all,5.0
same_drug,0.0352,all,5.0
same_drug,-0.0325,all,5.0
same_drug,0.0428,all,5.0
same_drug,0.0005,all,5.0
same_drug,0.0708,all,5.0
same_drug,0.0511,all,5.0
same_drug,0.0354,all,5.0
same_drug,0.0376,all,5.0
same_drug,0.1944,all,5.0
same_drug,0.1412,all,5.0
same_drug,0.3814,all,5.0
same_drug,-0.0163,all,5.0
same_drug,0.007,all,5.0
same_drug,0.058,all,5.0
same_drug,0.4997,all,5.0
same_drug,0.0147,all,5.0
same_drug,0.0549,all,5.0
same_drug,0.043,all,5.0
same_drug,0.078,all,5.0
same_drug,0.0037,all,5.0
same_drug,0.1078,all,5.0
same_drug,0.4487,all,5.0
same_drug,0.0458,all,5.0
same_drug,0.0638,all,5.0
same_drug,0.0523,all,5.0
same_drug,0.0171,all,5.0
same_drug,0.0369,all,5.0
same_drug,0.0162,all,5.0
same_drug,0.1326,all,5.0
same_drug,0.0496,all,5.0
same_drug,0.0717,all,5.0
same_drug,0.1032,all,5.0
same_drug,0.101,all,5.0
same_drug,0.0179,all,5.0
same_drug,0.0758,all,5.0
same_drug,0.0636,all,5.0
same_drug,0.0847,all,5.0
same_drug,0.0424,all,5.0
same_drug,0.0724,all,5.0
same_drug,0.0675,all,5.0
same_drug,0.0856,all,5.0
same_drug,0.043,all,5.0
same_drug,0.0266,all,5.0
same_drug,0.0405,all,5.0
same_drug,0.0921,all,5.0
same_drug,0.0631,all,5.0
same_drug,0.0701,all,5.0
same_drug,0.4053,all,5.0
same_drug,0.0783,all,5.0
same_drug,0.4704,all,5.0
same_drug,0.1537,all,5.0
same_drug,0.0613,all,5.0
same_drug,0.0578,all,5.0
same_drug,0.199,all,5.0
same_drug,0.3938,all,5.0
same_drug,0.0573,all,5.0
same_drug,0.0684,all,5.0
same_drug,0.0436,all,5.0
same_drug,0.0428,all,5.0
same_drug,0.0519,all,5.0
same_drug,0.0521,all,5.0
same_drug,0.4603,all,5.0
same_drug,0.0732,all,5.0
same_drug,0.0615,all,5.0
same_drug,0.0947,all,5.0
same_drug,0.0924,all,5.0
same_drug,0.0808,all,5.0
same_drug,0.0362,all,5.0
same_drug,0.0629,all,5.0
same_drug,0.0732,all,5.0
same_drug,0.0428,all,5.0
same_drug,0.0384,all,5.0
same_drug,0.0484,all,5.0
same_drug,0.0694,all,5.0
same_drug,0.0108,all,5.0
same_drug,0.0442,all,5.0
same_drug,-0.0642,all,5.0
same_drug,0.0496,all,5.0
same_drug,0.0278,all,5.0
same_drug,0.0564,all,5.0
same_drug,0.0611,all,5.0
same_drug,0.043,all,5.0
same_drug,0.0385,all,5.0
same_drug,0.0601,all,5.0
same_drug,0.0518,all,5.0
same_drug,0.0533,all,5.0
same_drug,0.0466,all,5.0
same_drug,0.0355,all,5.0
same_drug,0.4418,all,5.0
same_drug,0.0351,all,5.0
same_drug,0.011,all,5.0
same_drug,0.0722,all,5.0
same_drug,0.0419,all,5.0
same_drug,0.0592,all,5.0
same_drug,0.0171,all,5.0
same_drug,0.061,all,5.0
same_drug,0.051,all,5.0
same_drug,0.0415,all,5.0
same_drug,0.0662,all,5.0
same_drug,0.047,all,5.0
same_drug,0.0673,all,5.0
same_drug,0.0275,all,5.0
same_drug,0.0175,all,5.0
same_drug,-0.0412,all,5.0
same_drug,0.0412,all,5.0
same_drug,0.0204,all,5.0
same_drug,0.0633,all,5.0
same_drug,0.0187,all,5.0
same_drug,0.4333,all,5.0
same_drug,0.0653,all,5.0
same_drug,0.0615,all,5.0
same_drug,0.079,all,5.0
same_drug,0.06,all,5.0
same_drug,0.0491,all,5.0
same_drug,-0.0129,all,5.0
same_drug,0.0771,all,5.0
same_drug,0.0441,all,5.0
same_drug,0.0578,all,5.0
same_drug,0.0249,all,5.0
same_drug,0.033,all,5.0
same_drug,0.0543,all,5.0
same_drug,0.0442,all,5.0
same_drug,0.1014,all,5.0
same_drug,0.0598,all,5.0
same_drug,0.0524,all,5.0
same_drug,0.0628,all,5.0
same_drug,0.0557,all,5.0
same_drug,0.0372,all,5.0
same_drug,0.022,all,5.0
same_drug,0.0613,all,5.0
same_drug,0.072,all,5.0
same_drug,0.0361,all,5.0
same_drug,-0.0106,all,5.0
same_drug,0.5384,all,5.0
same_drug,0.0736,all,5.0
same_drug,0.0541,all,5.0
same_drug,0.0078,all,5.0
same_drug,0.0424,all,5.0
same_drug,0.0741,all,5.0
same_drug,0.0365,all,5.0
same_drug,0.0582,all,5.0
same_drug,0.056,all,5.0
same_drug,0.0205,all,5.0
same_drug,0.0834,all,5.0
same_drug,0.0445,all,5.0
same_drug,0.0481,all,5.0
same_drug,0.0607,all,5.0
same_drug,0.0406,all,5.0
same_drug,0.0075,all,5.0
same_drug,0.0055,all,5.0
same_drug,0.0543,all,5.0
same_drug,0.0397,all,5.0
same_drug,0.0903,all,5.0
same_drug,0.0096,all,5.0
same_drug,-0.0171,all,5.0
same_drug,0.0974,all,5.0
same_drug,0.0472,all,5.0
same_drug,-0.0506,all,5.0
same_drug,0.019,all,5.0
same_drug,0.0323,all,5.0
same_drug,0.2916,all,5.0
same_drug,0.0788,all,5.0
same_drug,0.063,all,5.0
same_drug,0.0843,all,5.0
same_drug,0.0687,all,5.0
same_drug,0.0072,all,5.0
same_drug,0.1409,all,5.0
same_drug,0.0413,all,5.0
same_drug,0.0156,all,5.0
same_drug,0.0532,all,5.0
same_drug,0.0105,all,5.0
same_drug,0.0413,all,5.0
same_drug,-0.0639,all,5.0
same_drug,0.0807,all,5.0
same_drug,0.059,all,5.0
same_drug,0.0824,all,5.0
same_drug,0.0891,all,5.0
same_drug,0.0006,all,5.0
same_drug,0.0803,all,5.0
same_drug,-0.0176,all,5.0
same_drug,0.0903,all,5.0
same_drug,0.1065,all,5.0
same_drug,0.0175,all,5.0
same_drug,0.051,all,5.0
same_drug,0.0344,all,5.0
same_drug,0.0476,all,5.0
same_drug,0.0103,all,5.0
same_drug,0.0518,all,5.0
same_drug,0.0928,all,5.0
same_drug,-0.018,all,5.0
same_drug,0.0154,all,5.0
same_drug,0.0522,all,5.0
same_drug,0.0796,all,5.0
same_drug,0.0312,all,5.0
same_drug,0.0604,all,5.0
same_drug,0.0396,all,5.0
same_drug,0.0934,all,5.0
same_drug,0.0489,all,5.0
same_drug,0.3723,all,5.0
same_drug,0.0461,all,5.0
same_drug,-0.036,all,5.0
same_drug,0.0697,all,5.0
same_drug,0.0842,all,5.0
same_drug,0.029,all,5.0
same_drug,0.0521,all,5.0
same_drug,0.0112,all,5.0
same_drug,0.0622,all,5.0
same_drug,0.0386,all,5.0
same_drug,0.0368,all,5.0
same_drug,0.0763,all,5.0
same_drug,0.1356,all,5.0
same_drug,0.0453,all,5.0
same_drug,0.08,all,5.0
same_drug,0.0527,all,5.0
same_drug,0.0406,all,5.0
same_drug,0.1225,all,5.0
same_drug,0.0519,all,5.0
same_drug,0.1033,all,5.0
same_drug,0.0483,all,5.0
same_drug,0.0668,all,5.0
same_drug,-0.0116,all,5.0
same_drug,0.0241,all,5.0
same_drug,0.0546,all,5.0
same_drug,0.0334,all,5.0
same_drug,-0.043,all,5.0
same_drug,0.0585,all,5.0
same_drug,-0.0233,all,5.0
same_drug,0.051,all,5.0
same_drug,0.0381,all,5.0
same_drug,0.0533,all,5.0
same_drug,0.008,all,5.0
same_drug,0.0327,all,5.0
same_drug,0.0214,all,5.0
same_drug,0.0325,all,5.0
same_drug,0.0234,all,5.0
same_drug,0.0828,all,5.0
same_drug,0.0455,all,5.0
same_drug,0.0313,all,5.0
same_drug,0.0731,all,5.0
same_drug,0.0035,all,5.0
same_drug,0.0525,all,5.0
same_drug,0.0687,all,5.0
same_drug,0.0413,all,5.0
same_drug,0.0206,all,5.0
same_drug,0.0129,all,5.0
same_drug,0.0691,all,5.0
same_drug,0.0499,all,5.0
same_drug,0.0416,all,5.0
same_drug,0.0623,all,5.0
same_drug,0.0443,all,5.0
same_drug,0.1239,all,5.0
same_drug,-0.0142,all,5.0
same_drug,0.0679,all,5.0
same_drug,0.3823,all,5.0
same_drug,0.0559,all,5.0
same_drug,0.0449,all,5.0
same_drug,0.0695,all,5.0
same_drug,0.0557,all,5.0
same_drug,0.0495,all,5.0
same_drug,0.065,all,5.0
same_drug,0.0117,all,5.0
same_drug,0.0547,all,5.0
same_drug,0.0102,all,5.0
same_drug,0.0733,all,5.0
same_drug,0.052,all,5.0
same_drug,0.0341,all,5.0
same_drug,0.0403,all,5.0
same_drug,0.0558,all,5.0
same_drug,0.0138,all,5.0
same_drug,0.0812,all,5.0
same_drug,0.0193,all,5.0
same_drug,0.0209,all,5.0
same_drug,0.0698,all,5.0
same_drug,0.078,all,5.0
same_drug,0.0534,all,5.0
same_drug,0.0798,all,5.0
same_drug,0.0368,all,5.0
same_drug,0.0516,all,5.0
same_drug,0.0484,all,5.0
same_drug,0.0402,all,5.0
same_drug,-0.0142,all,5.0
same_drug,0.0526,all,5.0
same_drug,0.0518,all,5.0
same_drug,0.0185,all,5.0
same_drug,-0.0196,all,5.0
same_drug,0.0671,all,5.0
same_drug,0.0292,all,5.0
same_drug,0.0543,all,5.0
same_drug,0.0366,all,5.0
same_drug,0.095,all,5.0
same_drug,0.0942,all,5.0
same_drug,0.0458,all,5.0
same_drug,0.5414,all,5.0
same_drug,0.0474,all,5.0
same_drug,0.0681,all,5.0
same_drug,0.0191,all,5.0
same_drug,0.0587,all,5.0
same_drug,0.0663,all,5.0
same_drug,0.0517,all,5.0
same_drug,0.0553,all,5.0
same_drug,0.0292,all,5.0
same_drug,0.05,all,5.0
same_drug,0.0371,all,5.0
same_drug,0.0542,all,5.0
same_drug,0.0643,all,5.0
same_drug,0.0895,all,5.0
same_drug,0.0683,all,5.0
same_drug,0.0576,all,5.0
same_drug,0.0555,all,5.0
same_drug,0.0461,all,5.0
same_drug,0.0596,all,5.0
same_drug,0.0352,all,5.0
same_drug,0.0775,all,5.0
same_drug,0.048,all,5.0
same_drug,0.0503,all,5.0
same_drug,0.033,all,5.0
same_drug,0.0662,all,5.0
same_drug,0.0752,all,5.0
same_drug,0.2006,all,5.0
same_drug,0.0352,all,5.0
same_drug,0.0421,all,5.0
same_drug,0.0961,all,5.0
same_drug,0.0579,all,5.0
same_drug,0.0729,all,5.0
same_drug,0.0425,all,5.0
same_drug,0.0474,all,5.0
same_drug,0.0417,all,5.0
same_drug,0.0344,all,5.0
same_drug,0.0463,all,5.0
same_drug,-0.0013,all,5.0
same_drug,0.0099,all,5.0
same_drug,-0.0241,all,5.0
same_drug,0.0285,all,5.0
same_drug,0.0555,all,5.0
same_drug,0.087,all,5.0
same_drug,0.0677,all,5.0
same_drug,0.0421,all,5.0
same_drug,0.0467,all,5.0
same_drug,0.0608,all,5.0
same_drug,0.0644,all,5.0
same_drug,0.04,all,5.0
same_drug,0.0097,all,5.0
same_drug,0.0283,all,5.0
same_drug,0.0406,all,5.0
same_drug,0.0818,all,5.0
same_drug,0.0662,all,5.0
same_drug,0.0186,all,5.0
any_pair,-0.0938,responder,5.0
any_pair,0.4834,responder,5.0
any_pair,0.1043,responder,5.0
any_pair,0.3766,responder,5.0
any_pair,0.4714,responder,5.0
any_pair,0.3486,responder,5.0
any_pair,0.4087,responder,5.0
any_pair,-0.1616,responder,5.0
any_pair,0.4323,responder,5.0
any_pair,0.4032,responder,5.0
any_pair,0.1518,responder,5.0
any_pair,0.2025,responder,5.0
any_pair,0.2142,responder,5.0
any_pair,0.1257,responder,5.0
any_pair,0.2464,responder,5.0
any_pair,0.3128,responder,5.0
any_pair,0.2373,responder,5.0
any_pair,0.2486,responder,5.0
any_pair,0.2015,responder,5.0
any_pair,0.1504,responder,5.0
any_pair,0.116,responder,5.0
any_pair,0.1507,responder,5.0
any_pair,0.1124,responder,5.0
any_pair,0.4891,responder,5.0
any_pair,0.1629,responder,5.0
any_pair,-0.0096,responder,5.0
any_pair,0.1531,responder,5.0
any_pair,0.0769,responder,5.0
any_pair,0.0827,responder,5.0
any_pair,0.2582,responder,5.0
any_pair,-0.0052,responder,5.0
any_pair,0.4579,responder,5.0
any_pair,0.0806,responder,5.0
any_pair,0.3114,responder,5.0
any_pair,0.3466,responder,5.0
any_pair,0.0934,responder,5.0
any_pair,0.2889,responder,5.0
any_pair,0.4156,responder,5.0
any_pair,0.2221,responder,5.0
any_pair,0.1176,responder,5.0
any_pair,0.1886,responder,5.0
any_pair,0.384,responder,5.0
any_pair,-0.0576,responder,5.0
any_pair,-0.0366,responder,5.0
any_pair,0.0964,responder,5.0
any_pair,-0.0399,responder,5.0
any_pair,-0.0235,responder,5.0
any_pair,0.2493,responder,5.0
any_pair,0.0392,responder,5.0
any_pair,-0.0115,responder,5.0
any_pair,-0.2994,responder,5.0
any_pair,0.2528,responder,5.0
any_pair,0.3642,responder,5.0
any_pair,0.0658,responder,5.0
any_pair,0.1156,responder,5.0
any_pair,0.4835,responder,5.0
any_pair,0.1365,responder,5.0
any_pair,0.0702,responder,5.0
any_pair,0.2093,responder,5.0
any_pair,0.1548,responder,5.0
any_pair,0.1698,responder,5.0
any_pair,0.1628,responder,5.0
any_pair,-0.093,responder,5.0
any_pair,0.2391,responder,5.0
any_pair,0.1698,responder,5.0
any_pair,-0.2128,responder,5.0
any_pair,0.0038,responder,5.0
any_pair,0.0756,responder,5.0
any_pair,0.3488,responder,5.0
any_pair,0.3119,responder,5.0
any_pair,0.1923,responder,5.0
any_pair,0.3834,responder,5.0
any_pair,0.2953,responder,5.0
any_pair,0.0283,responder,5.0
any_pair,0.3557,responder,5.0
any_pair,0.0346,responder,5.0
any_pair,0.4695,responder,5.0
any_pair,0.2641,responder,5.0
any_pair,0.1333,responder,5.0
any_pair,-0.2722,responder,5.0
any_pair,0.0474,responder,5.0
any_pair,0.5724,responder,5.0
any_pair,0.0665,responder,5.0
any_pair,0.5433,responder,5.0
any_pair,0.2146,responder,5.0
any_pair,0.2753,responder,5.0
any_pair,-0.082,responder,5.0
any_pair,0.4126,responder,5.0
any_pair,0.4537,responder,5.0
any_pair,0.2141,responder,5.0
any_pair,0.3175,responder,5.0
any_pair,0.1956,responder,5.0
any_pair,0.3508,responder,5.0
any_pair,-0.128,responder,5.0
any_pair,0.0267,responder,5.0
any_pair,-0.089,responder,5.0
any_pair,0.3079,responder,5.0
any_pair,-0.1166,responder,5.0
any_pair,-0.0876,responder,5.0
any_pair,0.0655,responder,5.0
any_pair,0.1602,responder,5.0
any_pair,0.0657,responder,5.0
any_pair,0.3863,responder,5.0
any_pair,0.2868,responder,5.0
any_pair,-0.0846,responder,5.0
any_pair,0.0781,responder,5.0
any_pair,0.1603,responder,5.0
any_pair,0.004,responder,5.0
any_pair,0.1548,responder,5.0
any_pair,-0.0757,responder,5.0
any_pair,0.0574,responder,5.0
any_pair,0.3982,responder,5.0
any_pair,0.3096,responder,5.0
any_pair,0.1579,responder,5.0
any_pair,0.0484,responder,5.0
any_pair,0.4234,responder,5.0
any_pair,0.0686,responder,5.0
any_pair,0.293,responder,5.0
any_pair,0.3227,responder,5.0
any_pair,0.3782,responder,5.0
any_pair,-0.3079,responder,5.0
any_pair,0.0251,responder,5.0
any_pair,0.2174,responder,5.0
any_pair,-0.0717,responder,5.0
any_pair,0.0013,responder,5.0
any_pair,-0.0563,responder,5.0
any_pair,-0.2522,responder,5.0
any_pair,0.8047,responder,5.0
any_pair,-0.3513,responder,5.0
any_pair,0.0931,responder,5.0
any_pair,0.0297,responder,5.0
any_pair,0.0902,responder,5.0
any_pair,0.0911,responder,5.0
any_pair,0.2548,responder,5.0
any_pair,0.1976,responder,5.0
any_pair,0.1602,responder,5.0
any_pair,0.0609,responder,5.0
any_pair,0.2312,responder,5.0
any_pair,0.3806,responder,5.0
any_pair,0.3398,responder,5.0
any_pair,0.1572,responder,5.0
any_pair,-0.1763,responder,5.0
any_pair,0.2406,responder,5.0
any_pair,0.0527,responder,5.0
any_pair,0.2034,responder,5.0
any_pair,-0.1008,responder,5.0
any_pair,0.0972,responder,5.0
any_pair,0.3913,responder,5.0
any_pair,-0.0032,responder,5.0
any_pair,-0.0844,responder,5.0
any_pair,0.0616,responder,5.0
any_pair,0.3003,responder,5.0
any_pair,0.442,responder,5.0
any_pair,0.2899,responder,5.0
any_pair,0.328,responder,5.0
any_pair,-0.0845,responder,5.0
any_pair,0.089,responder,5.0
any_pair,0.1151,responder,5.0
any_pair,-0.028,responder,5.0
any_pair,-0.0784,responder,5.0
any_pair,0.4817,responder,5.0
any_pair,0.2974,responder,5.0
any_pair,0.1066,responder,5.0
any_pair,0.018,responder,5.0
any_pair,-0.0018,responder,5.0
any_pair,0.0912,responder,5.0
any_pair,0.1178,responder,5.0
any_pair,0.3966,responder,5.0
any_pair,0.2514,responder,5.0
any_pair,-0.1643,responder,5.0
any_pair,0.0119,responder,5.0
any_pair,-0.2728,responder,5.0
any_pair,-0.0133,responder,5.0
any_pair,-0.0151,responder,5.0
any_pair,-0.0215,responder,5.0
any_pair,0.4338,responder,5.0
any_pair,0.0742,responder,5.0
any_pair,-0.1138,responder,5.0
any_pair,0.1814,responder,5.0
any_pair,0.1287,responder,5.0
any_pair,0.2079,responder,5.0
any_pair,0.4916,responder,5.0
any_pair,0.2807,responder,5.0
any_pair,-0.0673,responder,5.0
any_pair,0.1318,responder,5.0
any_pair,0.3121,responder,5.0
any_pair,0.2212,responder,5.0
any_pair,0.381,responder,5.0
any_pair,0.15,responder,5.0
any_pair,0.1443,responder,5.0
any_pair,0.1362,responder,5.0
any_pair,-0.224,responder,5.0
any_pair,0.2327,responder,5.0
any_pair,0.343,responder,5.0
any_pair,0.168,responder,5.0
any_pair,0.503,responder,5.0
any_pair,-0.2045,responder,5.0
any_pair,0.1995,responder,5.0
any_pair,-0.0348,responder,5.0
any_pair,0.1498,responder,5.0
any_pair,0.0663,responder,5.0
